area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
2176,7,6,1055,217,172,656,1,1,35,Seattle,House,900864
4180,1,2,1602,350,298,517,196,2,39,Phoenix,Townhouse,572660
3577,8,3,1326,422,222,302,199,3,23,Chicago,Apartment,1319913
5258,6,3,2778,623,388,284,185,1,33,Boston,Apartment,1898138
2837,8,5,1261,322,230,198,19,3,12,Boston,Villa,363136
3917,8,6,2043,436,323,93,39,3,39,Chicago,Villa,571882
5893,1,5,3239,506,491,589,223,3,6,Phoenix,Penthouse,3806878
3760,4,2,1625,318,294,271,123,4,34,Boston,Apartment,1714560
905,6,1,321,84,88,189,57,3,7,Seattle,Villa,432590
1597,2,4,652,85,141,637,99,1,29,Houston,Apartment,336967
4247,4,3,1876,413,333,24,242,1,50,Los Angeles,Villa,2756303
2876,6,3,1128,329,144,348,17,4,48,Boston,Penthouse,1414992
1524,3,1,620,94,128,725,298,4,13,New York,Villa,405384
7103,4,3,3645,644,610,365,206,4,25,Los Angeles,Penthouse,1512939
2283,6,3,829,119,196,111,64,1,47,Phoenix,House,388110
5252,5,2,2740,407,333,787,116,2,50,Dallas,Apartment,1759420
4193,1,5,2222,320,286,508,231,1,30,Boston,Villa,687652
2805,4,1,1419,212,271,476,108,1,5,Denver,Apartment,1363230
5619,3,2,2999,403,287,87,263,3,4,Houston,Apartment,3534351
6610,8,4,2386,568,606,640,225,4,10,Denver,Apartment,1877240
5498,1,3,2739,540,445,409,239,3,50,New York,Penthouse,1533942
3077,7,6,1677,258,194,496,102,4,40,New York,Apartment,415395
5466,1,1,2656,410,418,398,16,2,6,Los Angeles,Townhouse,1142394
3808,4,2,1583,241,198,426,258,4,5,Miami,Penthouse,1763104
6123,8,6,3194,694,339,738,243,3,41,Boston,House,1843023
2108,4,4,752,191,135,476,235,1,35,New York,Penthouse,1294312
4614,3,2,2105,275,328,48,191,2,6,Chicago,Apartment,1624128
6904,7,6,3590,748,345,229,31,2,42,New York,House,2450920
3525,1,3,1597,408,239,212,9,3,23,Denver,Villa,1713150
6859,4,6,2710,549,408,23,164,4,7,Phoenix,Townhouse,2764177
7268,5,3,2692,678,437,518,118,3,43,Dallas,House,2601944
2311,4,6,1241,209,159,205,7,1,38,Boston,Apartment,1469796
5465,6,3,2031,477,297,247,146,3,31,New York,House,1683220
728,3,2,394,57,65,317,147,1,11,Boston,Townhouse,107016
6136,4,4,2902,331,377,244,49,2,22,Seattle,Townhouse,3172312
1902,8,1,846,102,187,199,74,4,5,Los Angeles,House,1053708
6302,8,5,2590,534,484,536,44,3,5,Miami,Villa,2501894
3162,6,1,1716,329,315,513,115,4,30,Chicago,Townhouse,964410
7158,6,5,2510,524,577,793,110,4,22,Denver,House,1173912
1918,4,4,746,135,106,43,217,2,33,Chicago,House,514024
1461,5,6,691,163,96,643,161,1,19,Dallas,House,930657
7266,6,6,3369,766,524,777,264,1,15,Chicago,House,4461324
6273,3,3,2955,357,596,346,297,1,12,Miami,Penthouse,2283372
4454,1,6,2345,231,225,10,258,2,46,Dallas,House,1434188
5577,8,6,3001,494,333,112,185,3,10,Boston,House,725010
7842,8,5,2762,549,716,609,114,4,3,Phoenix,Apartment,1842870
6866,1,4,2657,421,640,335,82,3,41,Chicago,Apartment,2094130
2043,4,6,1054,177,200,16,244,3,50,Miami,Apartment,598599
1089,5,4,496,71,93,565,257,1,34,Boston,House,628353
3414,8,3,1392,305,281,470,215,1,31,Denver,Penthouse,1136862
4608,4,6,1969,410,298,682,51,3,40,Chicago,Villa,1741824
3983,5,4,1484,278,390,530,173,1,31,Dallas,Apartment,2393783
5168,2,6,2138,442,374,349,127,3,24,Dallas,House,1870816
3356,8,6,1762,376,320,214,44,4,14,Seattle,Apartment,1882716
1354,8,1,628,127,105,311,184,3,1,Boston,Villa,509104
5086,8,5,2132,458,269,157,69,4,23,New York,Townhouse,935824
1138,5,1,462,130,106,107,281,2,30,Los Angeles,Villa,517790
512,6,1,207,33,43,497,153,2,6,Boston,House,316416
6934,8,5,2715,364,609,233,197,1,7,Denver,House,2357560
3205,2,1,1298,298,276,1,86,3,32,Dallas,Townhouse,756380
988,4,4,505,54,98,509,103,1,29,New York,Townhouse,579956
7315,7,3,3515,749,577,302,53,3,43,Seattle,Villa,1989680
5504,6,2,2306,634,446,640,5,1,30,Denver,Townhouse,2278656
3946,7,4,2040,297,258,640,42,1,6,Phoenix,Apartment,1089096
6943,5,1,3797,491,691,506,24,2,24,Denver,Villa,2902174
2868,6,2,1555,175,284,698,298,4,31,Chicago,Villa,791568
1318,4,6,612,95,66,574,125,3,17,Boston,Townhouse,488978
7940,3,4,3244,902,560,761,200,2,33,Denver,House,3652400
5877,3,4,2703,526,535,177,102,2,31,Miami,House,2715174
7476,2,5,3428,443,530,478,51,2,45,Boston,House,4051992
7946,3,6,2939,710,526,703,0,3,38,Los Angeles,Villa,4092190
1156,7,4,543,112,88,227,97,2,24,Boston,Apartment,409224
2066,1,6,730,192,112,667,30,3,44,Houston,Apartment,814004
5114,2,6,2556,422,440,176,250,4,3,Seattle,Villa,1656936
1860,7,1,792,185,170,455,48,3,39,Houston,Townhouse,948600
7853,6,6,3209,722,424,156,182,4,24,Los Angeles,Villa,3337525
7595,1,6,3472,572,519,776,245,1,22,Boston,House,1162035
7097,3,1,3342,775,522,271,93,4,32,Dallas,Villa,3733022
6782,6,1,3393,516,532,98,157,1,19,Chicago,Townhouse,3051900
2576,7,1,1263,263,168,728,66,1,40,Miami,Villa,955696
4606,5,1,2137,250,447,722,93,2,17,Seattle,Villa,2901780
7170,6,2,2918,564,564,715,38,4,0,Chicago,House,4646160
7805,8,6,3367,830,623,45,149,4,40,Seattle,Penthouse,3722985
4820,2,1,2630,381,255,180,291,2,39,New York,House,2723300
2009,2,4,1038,122,141,45,179,1,22,Dallas,Villa,731276
4968,8,2,2338,267,403,491,193,2,16,Phoenix,House,1356264
3915,1,3,1683,239,317,800,100,4,22,Denver,Townhouse,708615
3442,8,3,1448,311,222,143,12,3,48,Miami,Villa,1696906
3616,4,6,1399,232,189,652,24,3,34,Los Angeles,Townhouse,2071968
4422,2,4,1675,516,255,441,104,2,12,Boston,Penthouse,1030326
7619,2,5,3289,730,554,509,22,3,30,Chicago,Townhouse,1988559
2623,4,1,1271,263,237,176,113,3,5,Denver,Villa,695095
6046,5,1,2709,694,579,788,8,2,25,Houston,Apartment,1983088
6982,3,6,2508,612,569,670,78,1,20,Boston,Penthouse,2457664
1106,6,4,498,127,100,72,41,1,2,Los Angeles,Penthouse,173642
6277,2,4,3130,363,337,497,186,4,47,Chicago,Villa,3879186
2051,6,6,772,219,117,550,193,4,10,Chicago,House,767074
5555,3,6,2515,611,444,318,35,3,40,Denver,House,3549645
2266,5,6,1025,203,214,433,216,4,13,Seattle,Townhouse,595958
783,2,6,342,74,54,373,163,3,18,New York,Townhouse,435348
6037,6,2,2506,331,366,203,182,2,12,New York,House,1497176
4690,2,1,1781,378,423,57,136,3,38,Seattle,House,2870280
1242,8,5,653,128,70,419,217,3,50,Denver,Villa,573804
4367,7,5,1857,224,232,376,292,2,6,Miami,Penthouse,2419318
3133,2,1,1642,234,255,17,268,3,47,Denver,House,1256333
1753,6,1,670,202,102,428,80,4,42,Denver,House,722236
6643,8,3,3634,508,497,322,137,3,1,Boston,Apartment,1554462
4295,7,2,1626,384,377,397,73,3,24,Houston,Villa,2177565
4367,6,1,1801,348,252,224,158,1,7,Boston,Penthouse,2323244
4510,1,2,2276,372,319,90,282,4,20,Denver,Apartment,870430
748,6,4,317,77,67,44,1,1,20,New York,Villa,393448
3093,5,2,1247,165,291,449,96,2,27,Denver,Apartment,1886730
4295,5,6,2150,246,357,402,299,4,1,Dallas,Townhouse,1580560
7827,1,6,4209,470,758,117,13,3,22,Seattle,Apartment,4281369
4260,6,6,1883,355,359,638,119,4,30,New York,Apartment,2142780
5706,6,2,2498,520,331,285,204,3,39,Seattle,Penthouse,2048454
3794,8,5,1666,247,191,156,193,3,30,Phoenix,Townhouse,990234
518,3,5,251,41,38,751,79,3,50,Los Angeles,Townhouse,218078
7018,7,4,3630,535,658,634,75,4,19,Los Angeles,Townhouse,2631750
5943,5,5,3151,485,593,791,130,3,3,Los Angeles,House,3001215
3078,1,5,1402,194,279,105,248,3,14,Phoenix,Townhouse,972648
5573,1,3,2965,300,302,512,288,3,39,New York,House,3159891
5539,4,5,2487,395,305,317,248,4,40,Seattle,House,1307204
1745,8,3,871,102,136,91,173,1,25,Miami,Apartment,1095860
4656,5,1,2113,510,309,315,253,4,15,Boston,House,2989152
537,8,3,251,41,30,672,23,2,20,Houston,House,341532
4822,5,4,1763,412,389,177,195,1,4,Seattle,Penthouse,2536372
1007,2,5,489,51,52,126,271,3,26,Dallas,Villa,433010
1801,7,1,958,138,109,214,145,4,34,Chicago,Apartment,990550
2441,1,1,928,275,136,281,194,4,48,Miami,Penthouse,641983
4627,8,1,2066,514,271,572,281,1,43,Denver,Penthouse,2692914
4544,5,5,1981,294,276,421,255,4,18,Miami,Penthouse,827008
2120,1,1,1104,186,197,273,258,3,48,Houston,Villa,784400
4373,5,4,2149,352,385,712,81,3,21,Houston,Townhouse,1687978
3517,5,2,1665,202,328,726,142,2,13,Boston,Villa,840563
5282,5,6,2089,486,330,719,124,1,23,New York,Villa,966606
7650,6,3,3406,564,596,378,269,1,36,Seattle,Penthouse,3802050
840,7,3,321,96,70,561,300,3,22,Chicago,Townhouse,404880
4714,8,6,2019,438,422,149,150,2,18,Chicago,Apartment,1503766
2685,5,4,1058,202,171,572,213,4,43,Dallas,Penthouse,389325
3706,2,6,1647,276,291,416,174,3,43,Los Angeles,Penthouse,2331074
5052,5,3,2485,498,422,441,254,3,18,Denver,House,2136996
5074,4,4,2493,390,280,12,80,2,20,Boston,Apartment,2232560
1230,2,1,649,102,98,714,181,4,6,Houston,Apartment,184500
3889,6,1,1941,199,324,322,168,1,9,Chicago,House,2084504
7118,6,4,3714,778,498,702,105,4,41,Houston,Penthouse,4583992
7706,5,4,3223,774,574,381,238,4,18,Miami,Penthouse,4662130
4411,7,4,2010,268,236,779,291,3,20,New York,Villa,2315775
1109,1,3,522,79,76,640,222,3,24,New York,Villa,627694
4872,7,3,2617,376,345,585,185,1,14,Miami,Townhouse,1607760
1119,6,2,529,103,102,279,166,2,50,Phoenix,Villa,706089
6581,4,5,3585,345,431,221,255,1,26,Miami,Villa,1059541
2641,7,6,1308,201,201,264,131,3,1,New York,Penthouse,1478960
4939,8,4,2590,554,357,477,145,3,28,Denver,House,592680
1615,1,6,874,184,148,88,46,3,46,Houston,Apartment,587860
5220,2,3,2540,272,436,310,242,4,35,Miami,Townhouse,1665180
7167,6,1,3566,444,381,268,243,1,14,Los Angeles,Townhouse,3791343
6020,5,5,3260,693,549,284,112,3,21,Dallas,Apartment,3636080
1235,7,1,507,81,94,215,33,3,20,Chicago,Townhouse,628615
3850,3,2,1924,327,223,498,74,4,20,Denver,Townhouse,1709400
3611,7,4,1600,273,308,691,127,2,29,Los Angeles,Villa,559705
7636,3,6,3780,618,601,283,78,3,50,New York,House,2580968
4233,8,4,1516,463,353,604,86,4,47,New York,House,643416
4161,3,2,2230,364,243,184,112,1,50,Los Angeles,Villa,1531248
2835,2,5,1171,293,260,185,72,1,14,Denver,House,839160
915,3,2,479,47,58,234,271,3,48,Miami,Apartment,581025
7383,3,6,3847,573,436,135,106,1,4,Boston,Villa,2613582
2133,4,3,1083,201,195,133,70,1,42,Houston,House,706023
7060,7,6,2687,619,496,251,177,3,11,New York,Apartment,2753400
5385,6,2,2455,329,330,79,247,1,31,Dallas,Apartment,1680120
4040,7,1,2210,480,271,312,121,3,34,Dallas,Apartment,2609840
5371,7,3,2754,526,472,128,278,1,30,Boston,Townhouse,3082954
7891,4,1,3108,919,752,669,100,1,18,New York,Villa,2422537
3303,2,3,1570,232,284,574,95,4,15,Dallas,Apartment,2117223
5628,8,2,2550,523,555,363,96,4,12,Boston,Townhouse,1558956
2908,2,3,1069,258,240,791,60,3,39,Phoenix,House,1622664
6295,4,6,3396,418,565,418,182,1,48,New York,Townhouse,3940670
4783,5,4,1898,386,437,403,163,1,7,Miami,House,765280
676,5,4,320,41,65,508,180,1,16,Dallas,Townhouse,83824
6768,2,2,2988,369,375,791,113,3,26,Los Angeles,Penthouse,3485520
6312,5,1,3408,417,625,111,218,4,34,Miami,Penthouse,1666368
6205,4,4,3136,318,463,592,234,3,12,Dallas,House,862495
1692,2,3,650,114,114,339,181,4,2,New York,Villa,543132
4186,1,6,1772,454,306,316,150,2,16,Seattle,Villa,1352078
6310,1,2,3341,562,437,587,181,2,27,Chicago,Townhouse,826610
4191,5,5,1919,349,362,80,276,3,32,Seattle,Penthouse,2158365
3720,8,6,1342,372,192,152,93,2,28,Chicago,Townhouse,2101800
2877,6,6,1068,176,207,140,134,4,23,Phoenix,Penthouse,1084629
2813,7,4,1503,323,258,368,76,3,47,Miami,Townhouse,1099883
794,4,2,373,73,51,449,223,4,7,Houston,Villa,129422
581,6,4,319,58,53,613,85,4,17,New York,Villa,159194
1359,2,3,679,94,117,612,82,4,41,Boston,Penthouse,206568
610,1,2,251,42,50,158,99,1,40,Seattle,House,260470
7871,3,3,4116,668,704,474,261,4,38,New York,Apartment,2628914
7783,7,6,3388,894,477,296,188,3,27,New York,Penthouse,2513909
753,3,5,336,86,47,48,79,4,47,Houston,Villa,422433
1968,1,6,1070,122,103,476,30,1,19,Los Angeles,Penthouse,844272
7045,1,6,3259,687,633,710,232,2,40,Los Angeles,Townhouse,944030
2690,2,3,1154,314,237,538,73,4,35,Los Angeles,Apartment,1530610
4697,2,1,1771,479,281,295,167,2,11,Denver,Villa,751520
7283,4,5,3887,486,441,160,287,4,14,Denver,Townhouse,3867273
1941,8,5,1030,187,134,62,230,2,5,Seattle,House,489132
6527,6,1,3266,699,386,64,36,4,2,Miami,Villa,3061163
4879,5,6,2488,427,385,120,72,3,42,Phoenix,Townhouse,604996
1546,1,6,741,94,114,238,228,2,28,Dallas,House,256636
1853,7,3,811,147,100,533,51,3,15,Miami,Townhouse,1204450
7551,6,2,2798,578,576,282,278,4,10,Denver,Villa,2484279
786,4,6,430,67,52,425,166,4,16,Los Angeles,Townhouse,291606
3932,8,3,1789,283,216,645,43,3,18,Miami,Villa,2264832
4661,4,4,2311,487,432,561,244,3,46,Chicago,House,811014
4250,8,6,1825,486,236,538,153,2,4,Boston,Villa,531250
1499,7,4,663,142,119,724,266,4,7,Phoenix,Penthouse,389740
755,3,1,389,87,38,74,98,1,9,Chicago,Villa,160060
4910,4,6,1780,450,416,280,241,1,23,Miami,Villa,1080200
3163,8,1,1474,240,246,743,283,3,2,Boston,Apartment,800239
7967,2,2,3321,528,475,187,162,3,39,Dallas,Villa,4660695
4970,2,2,1775,543,298,154,192,3,37,Los Angeles,Apartment,2147040
2577,4,5,1387,243,144,158,118,4,17,Miami,Penthouse,680328
6335,7,5,2261,602,519,440,80,4,49,Denver,Penthouse,3832675
2716,7,6,1053,227,205,103,137,3,19,Miami,Townhouse,1192324
6123,8,1,2470,362,554,410,45,4,40,Miami,Penthouse,2724735
6824,4,6,3561,568,436,680,10,4,10,Houston,Apartment,1160080
1429,5,5,551,154,90,619,212,2,27,Boston,House,884551
6195,2,6,3401,439,585,460,242,4,16,Dallas,Townhouse,3661245
2773,7,5,1337,310,269,19,222,3,47,Phoenix,Penthouse,1447506
5403,8,5,1997,321,400,371,234,3,39,Boston,Villa,2247648
7764,7,1,4261,907,723,551,51,2,25,Houston,Townhouse,4658400
3108,6,4,1236,328,185,697,144,1,3,Miami,House,1383060
6697,1,5,2965,552,600,75,161,4,44,New York,House,3381985
7074,3,2,3243,640,643,568,135,4,50,Dallas,Penthouse,4272696
2613,7,5,1308,205,174,347,209,2,17,Seattle,House,1612221
5272,6,4,2764,585,341,763,175,4,30,Phoenix,Villa,1486704
860,2,1,431,82,79,538,25,1,10,Denver,House,425700
6320,7,2,2820,401,559,228,205,1,6,Boston,Apartment,3223200
7467,7,4,3560,895,587,386,190,1,48,Boston,Townhouse,2277435
5244,5,4,2808,439,489,205,161,3,31,Miami,Townhouse,896724
1813,7,3,706,104,140,260,217,3,11,Boston,House,230251
1840,6,3,760,134,148,251,188,4,8,Miami,House,279680
5772,1,5,2671,631,494,199,17,2,8,Chicago,Penthouse,2297256
3977,7,3,1797,324,212,725,48,3,48,Seattle,Villa,1773742
7854,8,3,4248,654,438,499,175,4,18,Los Angeles,Villa,4853772
5905,7,5,2074,465,521,393,151,4,5,Seattle,Penthouse,714505
1308,2,3,636,117,109,588,259,4,48,Seattle,Villa,643536
3039,4,6,1550,232,160,181,191,3,45,Phoenix,Apartment,884349
7925,7,2,3502,562,458,132,138,1,29,Denver,House,2226925
5684,7,5,2719,396,299,334,200,3,13,Chicago,Apartment,2176972
6691,1,3,2576,676,460,421,43,4,21,Denver,House,1699514
5512,1,4,2776,576,418,100,262,3,49,Los Angeles,Townhouse,3329248
4144,2,4,2097,310,361,329,109,1,46,New York,Apartment,741776
808,5,3,337,70,63,415,235,3,37,New York,Villa,420968
6049,7,3,3110,385,595,456,253,2,28,Houston,Townhouse,1276339
1910,3,6,1034,130,163,0,248,1,4,Dallas,Villa,1115440
3786,7,2,1681,446,230,231,225,3,2,Boston,Townhouse,776130
1757,1,2,708,161,110,684,94,1,6,Miami,Villa,650090
7151,2,3,2589,853,633,463,112,1,26,Chicago,House,1179915
6434,1,1,3211,375,560,410,198,3,18,Houston,Townhouse,907194
6883,6,6,2788,535,402,428,183,4,7,Chicago,House,825960
1151,6,1,404,75,114,557,297,4,41,Dallas,Penthouse,275089
4484,7,3,2142,380,439,345,169,3,48,New York,Townhouse,2914600
5203,7,4,2499,483,328,220,187,2,46,Los Angeles,Villa,2008358
6411,2,4,2706,711,429,465,209,2,48,Seattle,Townhouse,2070753
6429,1,1,2363,743,455,624,80,2,37,Boston,Apartment,1022211
881,8,4,427,88,80,250,165,4,6,Dallas,Townhouse,401736
1380,6,2,623,122,104,675,213,3,29,Miami,Villa,364320
2987,2,5,1055,311,249,361,260,2,41,Los Angeles,Villa,591426
2304,4,5,812,234,227,646,210,2,4,Denver,Villa,1479168
5041,5,2,2634,304,270,34,220,3,25,Phoenix,House,645248
6224,4,3,3327,667,519,154,74,2,2,Dallas,House,1138992
3523,7,2,1789,196,203,122,96,1,14,Denver,Penthouse,1162590
3240,4,6,1749,380,214,289,35,3,23,Chicago,Townhouse,1837080
2476,1,1,1115,254,146,754,207,3,19,Los Angeles,House,678424
2222,6,2,1174,133,210,291,258,4,38,Phoenix,House,286638
1198,4,4,505,95,69,9,43,1,41,Miami,Penthouse,618168
2245,2,1,876,155,135,5,285,3,4,Denver,Penthouse,972085
6653,4,3,3358,417,435,26,94,4,10,Los Angeles,House,1037868
6430,8,1,3197,754,365,343,96,4,13,Seattle,House,4140920
1998,3,2,838,133,175,204,223,2,10,Miami,Penthouse,761238
6860,1,5,2895,487,609,412,54,4,19,Dallas,Villa,4239480
5080,7,3,1947,553,481,133,178,4,1,Houston,Apartment,1991360
1276,5,1,699,83,85,301,115,4,0,Los Angeles,Apartment,352176
5106,3,4,1829,368,305,517,296,3,34,Phoenix,Penthouse,2190474
4967,1,5,1776,327,425,141,199,4,29,Denver,House,2155678
4464,8,6,1605,297,438,532,49,2,15,Dallas,Penthouse,2446272
6426,8,2,3484,749,616,98,263,1,31,Los Angeles,Apartment,3855600
1607,6,5,636,188,148,443,13,1,44,Chicago,Townhouse,658870
6287,8,1,3040,519,429,347,23,2,3,Chicago,Townhouse,3910514
1045,3,5,569,113,97,264,150,2,17,Los Angeles,Townhouse,181830
652,5,6,260,49,43,354,113,4,12,Chicago,Townhouse,301876
6220,2,1,2418,612,506,641,250,2,18,Denver,Apartment,3333920
2445,3,6,949,270,161,194,107,2,7,New York,Penthouse,320295
4511,3,2,2084,280,272,726,292,3,40,Denver,Townhouse,1393899
6452,4,3,3421,461,592,780,214,4,15,Houston,Villa,2329172
2002,1,3,1039,221,132,277,86,4,18,New York,Villa,912912
2028,7,6,1072,234,126,658,190,3,9,Denver,Villa,480636
5445,7,4,2389,416,291,685,104,1,32,Boston,Penthouse,1328580
5692,6,1,2363,341,516,249,53,2,26,New York,Villa,802572
2238,5,5,1017,159,120,467,7,1,31,Chicago,Townhouse,393888
2312,2,3,983,135,227,165,157,4,13,Los Angeles,Villa,1250792
6034,7,6,3193,655,546,67,205,2,3,Dallas,House,2172240
5697,4,4,2378,637,384,595,35,2,33,Dallas,Penthouse,3030804
1124,2,4,405,103,98,29,103,4,19,Denver,House,709244
1570,6,4,781,175,133,753,78,4,0,Dallas,Penthouse,205670
5489,7,6,2040,480,464,88,96,3,38,Chicago,Townhouse,3150686
7052,7,5,3447,566,604,195,233,4,14,Phoenix,Penthouse,2743228
6826,8,5,3616,417,420,50,95,1,8,New York,House,4375466
4740,3,6,1806,422,258,174,182,4,36,Houston,House,1341420
2282,6,3,928,262,211,133,173,1,11,Dallas,Townhouse,956158
7314,2,4,3125,514,715,23,90,4,47,Chicago,House,3349812
2783,2,3,1218,225,254,321,159,3,7,Chicago,Townhouse,1458292
585,2,1,310,50,36,220,93,2,11,Miami,Townhouse,345735
2021,8,6,981,204,105,539,168,4,12,Chicago,House,278898
7931,3,2,3199,710,729,659,61,1,22,Houston,House,1387925
4720,6,4,2430,274,327,507,134,1,31,Miami,Townhouse,2312800
3273,7,1,1432,389,315,1,44,2,16,Denver,Villa,598959
4974,7,1,2461,351,253,394,219,1,48,Denver,Apartment,1283292
5021,8,5,2359,314,401,464,11,4,25,Boston,Penthouse,2384975
1108,8,4,409,65,69,470,120,1,34,Miami,Penthouse,484196
3887,6,4,1441,257,330,383,19,3,8,Seattle,Penthouse,1935726
4691,5,5,1985,391,358,203,24,4,45,Seattle,House,2537831
831,6,1,316,50,51,648,12,2,13,New York,Apartment,373119
5048,3,2,1881,449,431,676,229,4,0,Seattle,Villa,1413440
1198,6,4,516,94,111,547,17,3,25,Denver,Penthouse,323460
4673,2,4,2080,234,379,241,41,1,12,Denver,Apartment,2813146
5465,2,2,2904,518,304,46,295,2,22,Chicago,Villa,2180535
2049,8,4,758,194,191,721,107,2,24,Miami,House,465123
6777,4,1,3335,706,557,347,254,1,23,Denver,Penthouse,2697246
2315,8,4,1223,187,198,102,67,2,47,New York,House,703760
820,8,2,302,92,81,546,228,2,47,Chicago,Apartment,356700
2385,2,1,950,253,143,5,172,1,28,New York,Villa,581940
6372,8,6,2259,326,594,463,129,4,11,New York,Villa,1503792
1916,7,5,845,173,136,150,27,3,5,Los Angeles,Apartment,1233904
6481,8,2,3471,349,469,318,72,4,26,Denver,Townhouse,1367491
4642,3,6,2036,367,331,399,114,4,0,Denver,House,1666478
4421,3,4,1925,521,421,31,114,3,24,Denver,Villa,1936398
2133,2,6,984,124,162,760,51,4,34,Chicago,Villa,1040904
6991,8,3,2708,669,551,727,290,3,37,Dallas,Penthouse,922812
6973,7,6,2848,589,411,390,119,4,42,Boston,Penthouse,3786339
4872,4,4,2126,520,329,84,149,2,46,Dallas,Villa,1154664
3294,6,6,1300,237,172,388,71,3,3,New York,Penthouse,1044198
4875,2,4,2300,495,379,249,216,4,25,Houston,House,2798250
5964,7,3,2471,417,478,696,246,1,16,Los Angeles,Villa,3220560
888,6,6,346,86,71,453,10,4,6,Houston,Penthouse,238872
3342,4,1,1764,388,236,321,83,4,20,Los Angeles,Villa,581508
2168,3,6,883,193,145,380,185,3,15,Seattle,Penthouse,570184
5074,7,2,2142,340,316,707,59,1,50,Houston,Townhouse,2126006
4052,7,4,2149,334,333,278,238,1,31,Houston,Apartment,2155664
3580,1,4,1431,219,315,199,171,3,6,Chicago,Apartment,1621740
6304,5,5,2536,448,591,252,175,1,35,Houston,Apartment,825824
3859,4,2,2057,302,263,15,197,4,18,Seattle,Apartment,837403
4279,7,6,2153,465,351,608,53,2,4,Denver,Penthouse,2520331
6190,1,4,2287,548,337,784,228,1,15,New York,Penthouse,3491160
907,2,6,364,92,75,268,14,2,42,Houston,Townhouse,207703
3023,7,1,1567,359,250,575,19,2,39,New York,Penthouse,1015728
7180,6,2,3120,682,385,192,240,2,1,Chicago,Townhouse,983660
1486,7,5,727,111,131,741,169,2,12,New York,Villa,849992
2106,4,6,806,244,176,307,228,1,17,Chicago,Villa,256932
2454,2,6,1085,211,149,292,24,2,8,Dallas,Penthouse,1563198
7409,6,2,3617,803,489,729,58,3,14,Denver,Villa,2985827
7841,7,5,4283,497,482,744,89,4,10,Boston,Villa,2234685
1667,2,1,846,97,139,768,6,3,34,Phoenix,House,405081
3969,8,5,2169,347,374,25,174,4,0,Phoenix,Villa,1524096
7270,8,6,2878,774,666,120,45,4,9,Miami,House,3031590
7606,4,2,2951,398,722,768,254,1,5,Seattle,Townhouse,2084044
3548,4,6,1299,247,200,205,292,1,22,Miami,House,1241800
3480,5,4,1338,213,318,701,59,1,31,Boston,Penthouse,1030080
1778,1,1,914,180,160,781,287,4,44,Houston,House,842772
4162,7,5,1971,398,369,36,120,4,8,Dallas,Penthouse,2622060
5480,1,2,2244,375,338,657,265,4,33,New York,Townhouse,1216560
2265,7,3,1154,250,193,735,103,1,15,Denver,Villa,1127970
4616,5,4,2404,369,263,137,7,4,20,Denver,Apartment,2621888
4896,6,1,1804,545,262,215,102,3,34,Houston,House,1224000
3744,6,4,2040,235,297,51,121,2,32,Boston,Penthouse,527904
1788,7,6,797,171,174,404,236,3,50,Chicago,Townhouse,920820
6491,1,6,2651,480,532,21,274,2,40,Seattle,House,1317673
7065,5,6,3109,428,606,333,272,2,1,Chicago,Townhouse,3956400
6430,5,2,2460,531,378,738,111,2,24,Boston,Apartment,1652510
1231,8,4,561,82,109,39,262,4,38,Miami,Apartment,696746
4114,6,5,1550,291,403,784,286,2,46,Boston,Penthouse,584188
4231,2,6,1670,217,405,225,269,2,20,Phoenix,Penthouse,808121
659,1,6,258,76,43,301,167,3,6,Boston,Apartment,428350
7869,4,4,3575,400,753,10,9,4,12,Miami,Apartment,1030839
4876,1,1,2200,362,418,506,296,3,21,Dallas,Apartment,2355108
1739,3,2,854,199,149,228,104,4,33,Denver,Townhouse,742553
5376,3,2,2266,642,484,598,83,2,13,Houston,Apartment,763392
2061,7,4,1069,157,188,313,147,1,6,Los Angeles,Townhouse,335943
4216,8,2,1767,242,272,325,196,1,43,Dallas,Penthouse,1728560
3093,2,5,1445,364,309,131,165,1,3,Chicago,Townhouse,1759917
513,4,1,256,33,41,740,267,4,19,Phoenix,Penthouse,70281
3839,6,5,1393,408,371,223,41,2,13,Dallas,House,2226620
5882,8,5,2603,321,320,755,25,4,19,Seattle,Townhouse,1746954
3811,6,4,1592,426,248,693,99,3,29,Chicago,House,826987
2270,4,3,1230,259,161,710,240,1,33,New York,Apartment,957940
4886,1,1,2265,388,417,690,92,3,23,Seattle,Townhouse,3058636
5404,3,4,2894,605,286,465,177,1,27,New York,Townhouse,1015952
2142,1,4,1074,207,141,507,8,2,9,Denver,Villa,526932
5550,7,5,2552,479,474,165,284,2,2,Seattle,Apartment,1159950
3142,8,2,1561,346,251,452,33,3,40,Chicago,Townhouse,911180
6707,3,3,3322,406,335,139,285,4,13,Chicago,House,2562074
5031,6,6,2023,335,422,583,59,3,6,Denver,Penthouse,2797236
7155,1,1,2548,655,676,35,64,1,19,Chicago,Penthouse,3234060
2617,4,2,1047,269,173,479,103,2,18,New York,Townhouse,1635625
3080,8,4,1444,171,222,206,98,1,20,Los Angeles,Townhouse,680680
7012,3,6,2491,837,555,170,141,2,12,Chicago,Apartment,4095008
7296,7,5,3227,619,604,770,161,1,25,Chicago,House,4523520
